연번,단지명,주소,동수,층수,연면적,세대수
43,명품블루파크,부산광역시 연제구 연산8동 408-24,1,15,5087.81,63
43,태영아너스,부산광역시 연제구 연산3동 1836-11,1,15,3124.95,42
43,더시티빌,부산광역시 연제구 연산1동 615-29,1,5,679.52,22
43,시청역 더리체,부산광역시 연제구 연산5동 1498-9,1,19,7076.83,66
43,시청스마트더블유아파트,부산광역시 연제구  연산2동 822-6,3,20,28983.7246,181
43,배산프라임타워,부산광역시 연제구 연산6동 2121-4,1,15,4086.79,36
43,골든타워,부산광역시 연제구 연산4동 603-25,1,10,1974.32,69
43,연제 롯데캐슬&데시앙,부산광역시 연제구 연산2동 772-1,8,37,173480.63,1168
43,거제센트럴자이아파트,부산광역시 연제구 거제동 302-8,10,36,123334.808,878
43,온천천 동원로얄듀크,부산광역시 연제구 연산5동 1361-9,4,33,67400.0124,298
43,연산헤즈,부산광역시 연제구 연산9동 469-5,1,14,2468.32,26
43,연산역 이즈,부산광역시 연제구 연산5동 705-5,1,20,7960.21,102
43,유림블루오션,부산광역시 연제구 거제동 724-1,1,9,999.426,20
43,어반힐즈,부산광역시 연제구 연산동 684-2,1,18,5389.27,64
43,라움,부산광역시 연제구 연산동 731-5,1,14,2313.12,23
43,골든캐슬,부산광역시 연제구 거제동 747-28,1,5,640.838,24
43,넘버원빌,부산광역시 연제구 거제동 747-22,1,5,636.21,24
43,드림스카이,부산광역시 연제구 연산동 329-14,1,5,725.825,25
43,연산 더샵,부산광역시 연제구 연산동 1990,11,30,159029,1071
43,SC아르피나,부산광역시 연제구 연산동 1481-5,1,15,6157.41,68
43,어반스퀘어,부산광역시 연제구 연산동 382-22,1,10,2639.3225,25
43,연산스카이힐,부산광역시 연제구 연산동 1230-22,1,14,2320.6234,21
43,더라임시티뷰,부산광역시 연제구 연산동 704-9,1,20,4173.44,87
43,지성캐슬,부산광역시 연제구 연산동 1299-2,1,15,2753.44,25
43,아시아드 코오롱 하늘채,부산광역시 연제구 거제동 890-1,4,44,106521.7508,660
43,시청역 비스타 동원,부산광역시 연제구 연산동 2362,5,38,153590.7343,740
43,연산역 휴그린2차,부산광역시 연제구 연산동 1405-39,1,14,3068.249,20
43,연제파밀리에,부산광역시 연제구 연산동 777-14,1,5,714.61,22
43,연산 롯데캐슬 골드포레,부산광역시 연제구 연산동 834-4,11,36,180234.1189,1230
43,샛별아트,부산광역시 연제구 연산동 346-51,2,5,1229.48,22
43,이편한세상 연산 더퍼스트,부산광역시 연제구 연산1동 590-6,4,39,87946.708,455
43,힐스테이트 연산,부산광역시 연제구 연산3동 2022-40,18,35,248941.67,1651
43,월드포레스,부산광역시 연제구 연산동 867-6,1,10,1600.56,20
43,연산부백화이트리치,부산광역시 연제구 연산동 1279-3,1,20,8809,96
43,TIME LEADERS,부산광역시 연제구 거제동 747-5,1,5,634,23
43,쌍용 더플래티넘 거제아시아드,부산광역시 연제구 거제2동 860-1,5,33,73112.5164,482
43,연산동 두레라움,부산광역시 연제구 연산동 1244-1,1,27,24635.413,276
43,시청역 삼정그린코아,부산광역시 연제구 연산동 1507-1,2,22,25361.1169,160
43,연제 SK VIEW Central,부산광역시 연제구 연산동2397,4,34,66883.6249,405
43,시청역동원시티비스타,부산광역시 연제구 연산동 2398,1,26,15132.95,96
,S&T대우사원아파트,부산광역시 기장군 철마면 여락송정로 363,8,4,15272,256
,한빛아파트 3단지,부산광역시 기장군 장안읍 천산로 28,12,4,4916,192
,양산기장주공아파트,부산광역시 기장군 기장읍 대청로35번길 49,4,5,6949,140
,한얼주택,부산광역시 기장군 기장읍 무양2길 23-14,2,3,1728,30
,삼보맨션,부산광역시 기장군 일광읍 이천4길 16,1,5,3397,59
,성림아파트,부산광역시 기장군 정관읍 정관로 744-41,2,5,4190,70
,서린에코빌아파트,부산광역시 기장군 기장읍 차성로326번길 19,2,6,6599,96
,금강로즈맨션,부산광역시 기장군 기장읍 차성동로31번길 26,1,6,1577,36
,재흥아파트,부산광역시 기장군 정관읍 정관로 750-24,2,5,9321,170
,대진로얄타운,부산광역시 기장군 기장읍 차성로326번길 9,1,15,10546,116
,기장부전베스트월드,부산광역시 기장군 기장읍 차성동로142번길 12-2,2,6,6027,72
,청강주공아파트,부산광역시 기장군 기장읍 청강로 6,12,5,23694.98,520
,동산백조맨션,부산광역시 기장군 기장읍 차성동로142번길 12-8,2,6,1854,74
,동보빌라,부산광역시 기장군 기장읍 차성로326번길 14,1,6,4570,48
,선우아파트,부산광역시 기장군 일광읍 일역길 75-38,1,15,11264,120
,부전타워 103동,부산광역시 기장군 기장읍 차성동로172번길 15,1,15,9287,90
,부전타워 104동,부산광역시 기장군 기장읍 차성동로178번길 23,1,15,9220,90
,세흥비치아파트,부산광역시 기장군 일광읍 일역길 75,1,15,5716,45
,부전비치,부산광역시 기장군 일광읍 이화로 17,1,15,5892,60
,부전타워 105동,부산광역시 기장군 기장읍 차성로436번길 28,1,15,9612,98
,형진강변아파트,부산광역시 기장군 정관읍 정관중앙로 83-13,1,15,13278,143
,동산그린타워,부산광역시 기장군 기장읍 차성동로122번길 30,1,15,10041,102
,성신맨션아파트,부산광역시 기장군 기장읍 차성로 442,1,15,12192,108
,전원그린맨션 B동,부산광역시 기장군 기장읍 차성동로154번길 28,1,11,10428,98
,기장문화그린맨션,부산광역시 기장군 기장읍 차성로417번길 21,2,15,29363,299
,대우정밀사원아파트,부산광역시 기장군 정관읍 달산리 141-3,2,5,5859,100
,부전타워 106동,부산광역시 기장군 기장읍 차성로436번길 19,1,13,8066,87
,현대아파트,부산광역시 기장군 기장읍 기장대로 563,11,15,88531.92,930
,금강궁전아파트,부산광역시 기장군 기장읍 차성남로 13-6,1,15,11245,159
,한신아파트,부산광역시 기장군 기장읍 차성로344번길 13,9,25,121015.29,1131
,전원그린맨션 A동,부산광역시 기장군 기장읍 차성동로 164,1,6,4477,46
,태영아파트,부산광역시 기장군 기장읍 차성로441번길 7,5,20,42272.73,454
,욱일그린빌라트,부산광역시 기장군 기장읍 차성로412번길 37,1,7,3777,42
,이진 테마빌 2단지,부산광역시 기장군 기장읍 배산로8번길 65,1,19,18246,227
,이진 테마빌 1단지,부산광역시 기장군 기장읍 배산로8번길 51,1,22,25873,249
,서부주공아파트,부산광역시 기장군 기장읍 차성서로 123,10,15,64386.5,702
,가화랜드빌1차(가화아파트),부산광역시 기장군 기장읍 차성로216번길 26,1,8,2061,28
,서전그린비치빌,부산광역시 기장군 기장읍 무양로 16,1,15,6808,49
,가화랜드빌2차,부산광역시 기장군 기장읍 차성동로 168-20,1,12,3402,44
,이진캐스빌아파트,부산광역시 기장군 기장읍 차성서로 51,6,20,48214.08,458
,기장 우신네오빌,부산광역시 기장군 기장읍 청강로 76,6,25,66127.15,524
,교리주공아파트(임대),부산광역시 기장군 기장읍 차성로397번길 7,9,15,51447.97,875
,이진스카이빌아파트,부산광역시 기장군 기장읍 차성서로 158-12,2,19,25164,228
,가화만사성,부산광역시 기장군 기장읍 차성동로 167-10,1,20,15866,147
,부산기장포스코더샵,부산광역시 기장군 기장읍 차성동로116번길 12,2,20,20422,148
,가화만사성 4차,부산광역시 기장군 기장읍 차성동로30번길 6,1,11,3688,37
,이진캐스빌골드아파트,부산광역시 기장군 기장읍 대청로 7,3,20,33543,239
,씨엘늘채움아파트,부산광역시 기장군 기장읍 차성남로 8-18,2,13,20073.26,158
,가화랜드빌5차,부산광역시 기장군 기장읍 차성서로 61-15,1,15,5369.05,56
,내리휴먼시아1단지(임대),부산광역시 기장군 기장읍 소정안길 68,12,15,76565.48,1002
,정관 롯데캐슬,부산광역시 기장군 정관읍 정관3로 52,17,15,144279,761
,정관 계룡리슈빌,부산광역시 기장군 정관읍 정관로 513,8,20,81777.02,455
,정관 신동아파밀리에,부산광역시 기장군 정관읍 정관5로 75,13,15,127979.64,655
,정관 한진해모로,부산광역시 기장군 정관읍 정관로 548,16,15,154009,763
,정관휴먼시아1단지(임대),부산광역시 기장군 정관읍 정관4로 23,19,15,130218.87,1533
,정관 현진에버빌,부산광역시 기장군 정관읍 정관2로 40,14,15,152713,690
,한빛APT 2단지,부산광역시 기장군 장안읍 천산로 28,15,4,29990,228
,수신아파트,부산광역시 기장군 기장읍 대청로36번길 43,1,6,3346.06,45
,한빛APT 1단지,부산광역시 기장군 장안읍 천산로 28,10,4,14156,148
,동부산 뜨란채,부산광역시 기장군 기장읍 기장대로 67,6,15,47168,284
,정관 센트럴 파크,부산광역시 기장군 정관읍 구연방곡로 10,10,15,82638,588
,고촌휴먼시아(임대),부산광역시 기장군 철마면 고촌로44번길 16,12,15,82981,1084
,정관 휴먼시아2단지(임대),부산광역시 기장군 정관읍 정관2로 24,17,15,111476,1301
,삼덕연립주택,부산광역시 기장군 일광읍 삼덕길 2,3,3,4026.76,64
,이진캐스빌블루1차,부산광역시 기장군 기장읍 차성로 461,7,25,99650.95,620
,서희스타힐스,부산광역시 기장군 정관읍 방곡3로 11,8,15,62958.61,444
,이진캐스빌블루2차,부산광역시 기장군 기장읍 차성로 452,3,25,29469.46,194
,가화일광타워,부산광역시 기장군 일광읍 이천10길 37,4,23,49844.3,449
,정관 이지더원1차,부산광역시 기장군 정관읍 정관1로 18,13,20,129960.24,978
,더포인트,부산광역시 기장군 기장읍 차성로326번길 23,1,9,4950.55,63
,정관 엘에이치4단(임대),부산광역시 기장군 정관읍 산단4로 160,12,15,80894.93,964
,정관 이지더원 2차,부산광역시 기장군 정관읍 정관2로 9,8,20,102464.85,756
,정관 동일스위트 1차,부산광역시 기장군 정관읍 정관4로 24,19,20,239418.48,1758
,정관 롯데캐슬2차,부산광역시 기장군 정관읍 정관3로 51,15,20,187026,911
,정관 동원로얄듀크1차,부산광역시 기장군 정관읍 산단4로 139,13,20,133233,1028
,정관 동원로얄듀크2차,부산광역시 기장군 정관읍 정관5로 12,16,20,168966.06,1249
,정관 동일스위트2차,부산광역시 기장군 정관읍 정관3로 23,19,20,231690.53,1638
,정관 엘에이치5단지(임대),부산광역시 기장군 정관읍 산단2로 60,13,15,95202.25,1128
,정관 협성르네상스타운,부산광역시 기장군 정관읍 정관4로 68,7,15,93682.9,464
,고촌엘에이치아파트,부산광역시 기장군 철마면 고촌로 11,11,15,70448.6,474
,정관 동일스위트3차,부산광역시 기장군 정관읍 모전1길 9,17,20,227783.42,1500
,정관 이진캐스빌,부산광역시 기장군 정관읍 정관로 545,9,15,82232.97,539
,동부산쏠마레,부산광역시 기장군 일광읍 이천11길 23,3,14,10274.78,144
,금강한스빌,부산광역시 기장군 일광읍 이화로 23,1,14,7015.82,84
,가화만사성 정관타운(임대),부산광역시 기장군 정관읍 방곡로 39,8,15,62775.7,560
,CN 스타빌,부산광역시 기장군 기장읍 기장대로 470,1,15,14346.66,182
,이지더원3차아파트,부산광역시 기장군 정관로 350,20,18,161679.99,1035
,월가아델리스,부산광역시 기장군 기장읍 차성남로 23,1,17,6806.37,64
,고리원자력본부 단신부임사택,부산광역시 기장군 장안읍 천산로 28,9,4,26721.1,220
,이지더원5차아파트,부산광역시 기장군 방곡로 29,8,15,55089,426
,고촌엘에이치 3단지(임대/일반 혼합),부산광역시 기장군 철마면 고촌로 58,8,10,64510.35,468
,정관 양우내안애아파트,부산광역시 기장군 정관읍 가동3로 1,10,15,92513.6,830
,삼화펠리스힐,부산광역시 기장군 기장읍 배산로68번길 16-7,1,19,3620.24,31
,정관LH7단지(임대),부산광역시 기장군 정관읍 모전로 41,16,12,119561.9,1934
,동부산 삼정그린코아,부산광역시 기장군 기장읍 기장대로 82-8,15,11,84810,549
,정관이진캐스빌 2차,부산광역시 기장군 정관읍 가동3로 19,6,10,35417,258
,가화테라스1차,부산광역시 기장군 정관읍 방곡리 407,18,6,72713,431
,경보이리스힐아파트,부산광역시 기장군 기장읍 교리 368,1,11,3787,37
,경보그랜드비치,부산광역시 기장군 기장읍 대변리 440-2,2,18,14257,117
,파스텔라타운하우스,부산광역시 기장군 정관읍 방곡리 437,6,4,14222,66
,두산위브더테라스,부산광역시 기장군 정관읍 달산리 1244,16,5,39475,272
,가화테라스2차,부산광역시 기장군 정관읍 방곡리 405,14,6,66272,396
,행복리치빌,부산광역시 기장군 기장읍 대라리 905,1,9,3274.29,37
,정관 행복주택(임대),부산광역시 기장군 기장군 정관읍 정관1로 51,5,15,51015.63,856
,일광 자이푸르지오 1단지,부산광역시 기장군 일광읍 해빛로 39-15,5,29,74320.16,488
,일광 자이푸르지오 2단지,부산광역시 기장군 일광읍 해빛로 29,11,29,155550.31,1059
,e편한세상 일광,부산광역시 기장군 일광읍 해빛2로 21,10,29,133068.63,913
,일광 비스타 동원1차 ,부산광역시 기장군 일광읍 해빛2로 24,8,31,145640.57,701
,이지더원1차 오션포레,부산광역시 기장군 일광읍 해빛4로 1,7,26,81876.71,653
,일광 한신더휴 센트럴포레 1단지,부산광역시 기장군 일광읍 해빛1로 62,6,26,79705.27,550
,일광 한신더휴 센트럴포레 2단지,부산광역시 기장군 일광읍 해빛3로 62,8,26,109002.88,748
,일광 대성베르힐,부산광역시 기장군 일광읍 해빛5로 14,7,25,80786.21,518
,일광신도시 비스타 동원 2차,부산광역시 기장군 일광읍 해송1로 33,11,31,192454.62,917
,기장 유림노르웨이숲,부산광역시 기장군 기장읍 차성로436번길 46,2,15,17393.61,165
,이지더원2차 포레온(임대),부산광역시 기장군 일광읍 해빛5로 26,8,29,96786.27,786
,이지더원3차 메르센포레(임대),부산광역시 기장군 일광읍 해빛3로 43-1,5,29,67591.57,412
,부산청강 행복주택(임대),부산광역시 기장군 기장읍 대변로 43-1,1,14,8444.06,130
,웨이브리즈(임대/일반 혼합),부산광역시 기장군 기장읍 대변로 43-1,8,25,94309.92,728
,부산장안 LH 1단지,부산광역시 기장군 장안읍 신좌천로 7,3,19,30016.21,428
,금호 센트럴베이 행복주택 일광,부산광역시 기장군 일광읍 해빛1로 61,8,25,76623.59,999
,수안아파트,"부산광역시 동래구 명륜로45번길 31 (수안동, 수안아파트)",2,5,8596,157
,신사직아파트,"부산광역시 동래구 여고로135번길 27 (사직동, 신사직아파트)",3,5,9008,152
,사직시영(76),"부산광역시 동래구 사직북로66(사직동, 시영아파트)",21,5,214662,1000
,동남아파트,"부산광역시 동래구 여고북로 141 (온천동, 동남온천맨션)",2,5,9376,100
,세창아파트,"부산광역시 동래구 온천천로 83 (명륜동, 세창아파트)",2,5,3976,50
,대진아파트,"부산광역시 동래구 충렬대로218번길 54 (수안동, 대진아파트)",4,5,9147,120
,온천삼익아파트,"부산광역시 동래구 금강로 28 (온천동, 온천삼익아파트)",3,12,41455,432
,명보아파트,"부산광역시 동래구 충렬대로86번길 62 (온천동, 명보APT)",2,5,5464,50
,해바라기1차,"부산광역시 동래구 충렬대로202번길 14 (수안동, 해바라기아파트)",3,9,29147,216
,사직삼익아파트,"부산광역시 동래구 사직북로48번길 25 (사직동, 삼익아파트)",4,12,29034,300
,무궁화아파트,"부산광역시 동래구 온천천로253번길 9 (수안동, 무궁화아파트)",5,5,17491,117
,동래온천동지역주택조합 박만구 / 금상건설㈜,"부산광역시 동래구 명륜로75번길 31 (수안동, 새동래아파트)",4,12,41491,424
,동래한양아파트,"부산광역시 동래구 충렬대로 314 (낙민동, 동래한양아파트)",8,11,70109,552
,도시안락아파트,"부산광역시 동래구 명안로26번길 122 (안락동, 도시안락아파트)",2,5,2515,50
,동원아파트,"부산광역시 동래구 여고북로 140 (사직동, 동원아파트)",5,5,9615,144
,새동래2차,"부산광역시 동래구 충렬대로202번길 37 (수안동, 새동래아파트)",1,10,9855,118
,대토아파트,"부산광역시 동래구 온천천로 275 (수안동, 대토아파트)",3,5,8348,80
